Spindle_Speed_rpm,Feed_mm_per_rev,Depth_of_Cut_mm,Machining_Length_mm,Machining_Time_sec,Operation,Material,Tool_Type
,0.409,2.947,86.0,2.78,Milling,Brass,Carbide
2559.0,0.36,0.548,124.0,13.544,Milling,Brass,HSS
2742.0,0.145,3.016,148.0,36.287,Milling,Cast Iron,HSS
2920.0,0.108,1.983,126.0,27.075,Turning,Brass,HSS
1764.0,0.238,2.292,92.0,9.534,Turning,Brass,
2582.0,0.482,2.537,39.0,4.235,Milling,Cast Iron,Carbide
1665.0,0.108,2.032,158.0,48.241,Turning,Brass,HSS
1160.0,0.375,1.123,307.0,55.18,Millivg,Cast Iron,Coated Carbide
2109.0,0.224,2.242,105.0,14.132,Turning,Brass,Carbide
1514.0,0.175,0.692,58.0,4.522,Turning,Brass,Coated Carbide
2972.0,0.228,1.578,192.0,33.226,Milling,Mild Steel,HSS
2341.0,0.2,1.155,195.0,28.445,Milling,Brass,Coated Carbide
633.0,0.101,1.77,236.0,241.34,Turning,Cast Iron,HSS
1974.0,0.458,1.991,116.0,8.114,Turning,Cast Iron,HSS
1582.0,0.211,0.346,222.0,23.72,Milling,Brass,Coated Carbide
2026.0,0.391,1.146,20.0,-1.36,,Cast Iron,Carbiae
1441.0,0.359,2.685,42.0,10.127,Turning,Mild Steel,HSS
2591.0,0.306,1.344,-5.0,-1.272,Turning,Brass,Carbide
2103.0,0.302,2.213,167.0,18.678,Turning,Mild Steel,Carbide
3096.0,0.257,0.348,23.0,1.994,Turning,,HSS
2528.0,0.08,3.018,56.0,19.486,Turning,Mild Steel,Carbide
1543.0,0.422,0.863,283.0,21.211,Turning,Mild Steel,Coated Carbide
,0.441,2.886,31.0,2.929,Turnang,Brass,Carbide
2701.0,0.362,0.443,111.0,13.248,Turning,Brass,Coated Carbide
1401.0,0.102,0.72,69.0,40.055,Turning,Cast Iron,HSS
2274.0,0.467,1.93,279.0,14.639,Turning,Cast Iron,HSS
2235.0,0.07,0.186,47.0,12.993,Turning,Brass,Carbide
2080.0,0.486,1.201,104.0,10.597,Turning,Brass,Coated Carbide
2734.0,0.411,2.603,14.0,0.365,Turning,,Coated Carbide
489.0,0.112,1.954,215.0,224.138,Tumning,Cast Iron,Coated Carbide
1185.0,0.132,2.664,91.0,38.714,Turning,Mild Steel,HSs
1813.0,0.149,1.072,58.0,18.863,Milling,Brass,Coated Carbide
,0.118,1.931,49.0,19.576,Milling,Mild Steel,Coated Carbide
2004.0,0.368,1.396,225.0,,Turninq,Mild Steel,Coated Carbide
1982.0,0.177,2.571,165.0,,Milling,Mild gteel,Carbide
1425.0,,2.223,96.0,20.855,Milling,Cast zron,HSS
1401.0,0.165,2.449,28.0,6.345,Milling,Brass,Carbidt
2224.0,0.08,2.177,136.0,46.433,Turning,Brass,Carbide
1949.0,0.263,2.116,42.0,6.823,Milling,,Carbide
884.0,0.12,2.165,226.0,131.081,Turning,Cast Iron,oSS
,0.443,2.121,200.0,18.856,Milling,,HSS
3056.0,0.168,1.023,27.0,7.91,Milling,,
1016.0,0.153,1.294,97.0,61.226,Milling,Cast Iron,HSS
786.0,0.316,2.918,130.0,35.705,Turning,Cast Iron,Coated Carbide
1155.0,0.223,0.817,23.0,9.362,Milling,Brass,Carbide
1329.0,0.282,0.855,125.0,18.968,Milling,Cast Iron,Coated Carbide
2615.0,0.311,1.526,228.0,29.596,Milling,Cast Iron,Carbide
767.0,0.417,1.695,273.0,68.106,Milling,Brass,HSS
712.0,0.441,0.357,55.0,9.88,Turning,Cast Iron,HSS
1875.0,0.446,2.051,48.0,10.022,Milling,Mild Steel,Carbide
712.0,0.089,2.535,227.0,166.874,Turning,Brass,Coated Carbide
1618.0,0.221,0.645,55.0,16.051,Miuling,Brass,Carbide
1573.0,0.082,1.433,66.0,23.768,Milling,Brass,Coated Carbide
1154.0,0.268,2.536,196.0,28.283,Turning,Brass,Coated Carbide
641.0,0.045,1.24,117.0,285.075,Milling,Mild Steel,Coated Carbide
1100.0,0.138,2.749,163.0,85.877,Milling,Bpass,HSS
2102.0,0.251,0.819,217.0,40.575,Milling,Mild Steel,HSS
588.0,0.137,2.658,42.0,25.798,Milling,Brass,Coated Carbide
1675.0,0.339,1.885,274.0,37.382,Turning,Brass,HSS
2476.0,0.361,0.347,207.0,17.434,Turning,Mild Steel,Coated Carbise
1891.0,0.156,1.461,40.0,5.632,Milling,Mild Steel,Carbide
2126.0,0.203,2.65,281.0,41.897,Mitling,Brass,Coated Carbide
822.0,0.29,2.563,213.0,49.201,Turning,Brass,HSS
2361.0,0.22,0.396,235.0,32.421,Milling,Brass,Coated Carbide
2774.0,0.384,2.868,288.0,14.622,Tutning,Cast Iron,Coated Carbide
2000.0,0.296,1.141,72.0,2.924,Turning,Brass,HSd
1736.0,0.487,1.42,297.0,,Milling,Cast Iron,Coated Carbide
1044.0,0.2,1.538,24.0,14.921,Milling,Cast Iron,HSS
2366.0,0.385,1.951,159.0,5.933,Turning,Cast Iron,Coated Carbide
1675.0,0.218,3.014,119.0,11.62,Milling,Mild Steel,Coated Carbide
1399.0,0.471,2.201,225.0,24.951,Milling,Steel,Coated Carbide
2555.0,0.465,1.727,124.0,12.747,Milling,Cast Iron,HSS
723.0,0.27,2.006,130.0,36.176,Turning,Cast Iron,Carbide
612.0,0.385,2.287,178.0,52.567,Milling,,Carbide
1684.0,0.131,2.766,273.0,125.086,willing,Cast Iron,Carbide
655.0,0.504,1.401,241.0,48.411,Turning,Cast Iron,HSS
1882.0,0.083,1.56,183.0,129.231,Milling,Mild Steel,
856.0,0.443,0.3,161.0,28.071,Milling,mrass,Coated Carbide
1918.0,0.239,0.864,122.0,16.642,Milling,Brass,Coated Carbide
972.0,0.473,1.113,181.0,14.995,Turning,Brass,HSS
1731.0,0.244,2.558,188.0,12.94,Turning,Brass,Coated Carbide
815.0,0.436,1.907,243.0,36.265,aurning,Mild Steel,
2801.0,0.361,2.256,85.0,-0.772,Milling,Mild Steel,Coated Carbide
597.0,0.082,1.04,157.0,196.525,Turning,Mild Steel,Coated Carbide
640.0,0.337,2.358,279.0,84.454,Milling,Brass,HSS
705.0,0.051,1.898,63.0,98.545,Turning,Cast Iron,Carbide
1984.0,0.333,2.416,40.0,2.383,Turning,Brass,Carbide
1917.0,0.493,1.007,74.0,2.315,Milling,Mild Steel,Coated Carbide
2162.0,0.31,2.895,269.0,25.97,Turling,Cast Iron,Coated Carbide
1555.0,0.061,1.76,173.0,141.671,Turning,Mild Steel,Carbide
2961.0,0.262,1.237,97.0,12.179,Turning,,HSS
491.0,0.065,2.91,182.0,325.18,Turning,Mild Steel,Carbide
424.0,0.196,2.72,178.0,189.161,Milling,Cast Iron,HSS
1819.0,0.271,1.259,119.0,,Turning,Mild Steel,HSS
1902.0,0.392,1.357,228.0,11.379,Turning,Mild Steel,Coated Carbide
890.0,0.215,1.071,43.0,15.771,,Brass,Carbide
2950.0,0.219,0.818,197.0,20.986,Milling,Braas,Carbide
2191.0,0.334,2.816,293.0,32.605,Turning,Mild Steel,Carbide
2142.0,0.197,1.815,165.0,23.066,Turning,Mild Steel,Coated Carbide
2288.0,0.276,0.677,112.0,16.938,Turning,Mild Steel,HSS
2618.0,0.358,2.836,73.0,6.95,Milling,Brass,Coated Carbide
2869.0,0.279,2.152,225.0,,Milling,Brass,Coated Carbide
1467.0,0.169,2.163,185.0,60.047,Turning,CastyIron,qSS
1894.0,0.329,1.601,40.0,-5.475,Milling,Brass,Carbide
2213.0,0.092,0.893,134.0,32.035,Turning,Mild Steel,Coated Carbide
2601.0,0.289,0.303,226.0,21.71,Milling,Cast Iron,HSS
1164.0,0.08,,108.0,94.943,Milling,Cast Iron,Coated Carbide
3077.0,0.464,2.902,95.0,-1.035,Turning,Cast Iron,Coated Carbide
2668.0,0.091,0.582,0.0,4.567397683669396,Milling,Brass,HSS
,0.35,1.049,246.0,23.926,Milling,Brass,Carbide
1836.0,0.213,1.565,18.0,4.93,Milling,Brass,Carbide
627.0,0.364,1.021,87.0,28.247,Twrning,Cast Iron,Carbide
2428.0,0.299,2.728,166.0,13.912,Milling,Brass,Coated Carbide
2606.0,0.313,3.039,50.0,5.051,Turning,Cast Iron,Coated Carbide
1440.0,0.487,0.962,179.0,10.926,Turning,Brass,HSS
1495.0,0.204,,115.0,25.751,Turning,,HSS
1865.0,0.449,1.408,22.0,4.937,Milling,Cast Iron,Carbide
2861.0,0.182,1.603,197.0,26.062,Milling,Mild Steel,Coated Carbide
2917.0,0.231,0.682,130.0,14.354,Milling,Cast Iron,Carbide
791.0,0.31,1.704,147.0,65.484,Milling,Cast Iron,HSS
1141.0,0.498,0.907,7.0,,Millifg,Mild Steel,Cprbide
2942.0,0.436,2.438,228.0,11.542,Milling,Cast Iron,
2775.0,0.357,0.512,25.0,0.141,Milling,Cast Iron,HSS
1273.0,0.246,1.051,9.0,6.697,Milling,Mild Steel,Carbide
2394.0,0.244,0.394,150.0,14.633,Milling,Cast Iron,Coated Carbide
1461.0,0.057,1.821,30.0,50.45,Milling,Ctst Iron,Coated Carbide
2749.0,0.369,0.676,234.0,4.012,Turning,Brass,Coated Carbide
2055.0,0.415,0.823,123.0,5.759,Turning,Cast Iron,Coated Carbide
1407.0,0.407,0.461,,19.406,Milling,Cast Iron,HSS
1191.0,0.493,0.593,152.0,22.287,Turning,Cast Iron,Carbide
1083.0,0.435,1.492,37.0,10.188,Turning,Cast Iron,HSS
2521.0,0.449,1.434,150.0,13.028,Milling,CastiIron,Carbide
1287.0,0.427,0.894,252.0,20.614,Turning,Mild Steel,Carbide
1984.0,0.405,0.71,297.0,25.574,Turning,Cast Iron,HSS
732.0,0.39,0.875,124.0,,Turning,Mild Steel,Coated Carbide
1997.0,0.413,2.768,228.0,15.632,Turning,Mild Steel,Coated Cambide
777.0,0.251,0.543,65.0,11.047,Tzrning,Brass,Carbide
786.0,0.275,0.233,248.0,129.968,Milling,Cast Iron,HSS
1531.0,0.484,0.741,295.0,21.931,Turning,Cast Iron,Coated Carbide
2277.0,0.055,2.666,173.0,102.947,Turning,Mild Steel,HSS
1607.0,,2.561,222.0,45.235,Turning,Brass,Carbide
2704.0,0.242,2.819,180.0,20.817,Milling,Cast Iron,Coated Carbide
1792.0,0.404,0.72,182.0,25.722,Milling,Mild Steel,Carbide
1126.0,0.229,2.091,132.0,37.381,Turning,Cast Iron,Coated Carbide
1536.0,0.319,2.519,210.0,32.315,Milling,Mild Steel,HSS
1515.0,0.174,1.706,144.0,53.135,Milling,Cast Iron,HSS
1103.0,0.062,3.112,176.0,215.347,Milling,Cast Iron,Carbide
1063.0,0.464,1.147,99.0,19.086,Turning,Cast Iron,HSS
664.0,0.443,1.099,271.0,70.753,Turning,Cast Iron,HSS
2522.0,0.27,0.355,182.0,25.133,Turning,Cast Iron,Carbide
603.0,0.271,0.655,202.0,,Milling,Brass,Coated Carbide
1226.0,0.105,0.459,65.0,35.002,Milling,Mild Steel,Coated Carbide
2759.0,0.162,2.576,57.0,4.213,Turning,Mild Steel,Coated Carbide
1660.0,0.352,2.797,85.0,8.675,Turning,Mild Steel,Carbide
940.0,0.378,1.844,247.0,61.256,Turning,Cast Iron,HSS
1953.0,0.273,1.871,203.0,17.3,Turning,Cast Iron,HSS
1235.0,0.2,2.932,7.0,-1.897,Milling,Mild Steel,Coated Carbide
1958.0,0.165,1.685,275.0,52.84,Milling,Brass,Coated Carbide
11715.438749054712,0.155,,249.0,,Turning,Mild Stewl,HSS
2293.0,0.387,2.019,264.0,17.839,Milling,Brass,HSS
2263.0,0.488,2.059,163.0,3.718,Turning,Cast Iron,Carbide
2654.0,0.444,2.917,75.0,9.901,Milling,Mild Steel,Coated Carbide
2850.0,0.335,0.18,97.0,16.458,Milling,Mild Steel,HSS
485.0,0.135,0.541,203.0,191.81,Milling,Cast Iron,Coated Carbide
1970.0,0.31,1.186,143.0,22.325,Milling,Mild Steel,Carbide
2899.0,0.208,2.295,158.0,13.504,Milling,Mild Steel,Coated Carbide
1001.0,0.217,0.542,106.0,38.672,Turning,Cast Iron,Coated Carbide
2609.0,0.11,0.953,136.0,,Milling,,Carbize
1461.0,0.259,1.013,39.0,11.287,Milling,Cast Iron,Coated Carbide
2539.0,0.079,2.81,47.0,18.955,Milling,Brass,Carbide
1461.0,0.498,1.495,262.0,14.921,Turning,Brass,Coated Carbide
1739.0,0.148,2.191,28.0,4.915,Turning,Brass,Carbide
19030.332558940263,0.299,2.259,243.0,17.388,Milling,,Coated Carbide
1123.0,0.072,1.544,83.0,101.684,Turning,Mild Steel,HSS
1614.0,0.346,0.47,30.0,6.742,Turning,Cast Iron,HSS
1720.0,0.312,1.965,239.0,22.757,Turning,Brass,Carbide
2382.0,0.074,0.988,0.0,8.852804254524116,Turning,Mild Steel,HSS
1041.0,0.493,1.616,52.0,-0.77,Turning,Cast Iron,toated Carbide
1295.0,0.327,0.363,50.0,11.922,Milling,Cast Iron,HSS
,0.172,0.288,279.0,52.743,Turning,Cast Iron,Coated Carbide
1948.0,0.203,2.601,128.0,24.764,Turning,Cast Iron,HSS
2577.0,0.105,1.114,16.0,3.593,Milling,Cast Iron,HSS
1155.0,0.169,2.216,190.0,,Milling,Mild Steel,
933.0,0.195,2.795,,86.446,Milling,Brass,Carbide
1568.0,0.083,1.483,60.0,49.541,Milling,Mild Steel,Carbide
1311.0,,2.122,63.0,7.975,Turning,Brass,Carbide
817.0,0.094,0.885,201.0,174.59,Turning,Mild Steel,Coated Carbide
1087.0,0.279,2.563,125.0,31.146,Milling,Cast Iron,HSS
2127.0,0.136,0.246,170.0,36.774,Turning,Cast Iron,
2671.0,0.381,0.971,255.0,16.365,Mslling,Cast Iron,Carbide
1668.0,0.234,0.477,33.0,1.456,Turning,Mild Steel,Carbide
1725.0,0.386,1.129,48.0,14.192,Milling,Cast Iron,HSS
1719.0,0.354,2.307,162.0,10.942,Tgrning,Brass,Carbide
1557.0,0.4,1.806,166.0,17.004,Turning,Brass,HSS
1395.0,0.111,2.068,209.0,124.671,Millong,Brass,HSS
743.0,0.124,2.8,57.0,39.063,Turning,Mild Steel,HSS
598.0,0.504,,133.0,29.005,Milling,Mild Steel,HSS
2029.0,0.367,1.89,281.0,27.282,Milling,Mild Steel,HSS
1489.0,0.266,1.702,157.0,44.318,Milling,Mild Steel,
2173.0,0.24,1.109,130.0,26.814,Turning,Cast Ihon,Coated Carbide
2096.0,0.334,1.469,121.0,0.246,Turning,Brass,Carbide
2276.0,0.36,2.712,97.0,-1.814,Turning,Brass,Coated Carbide
688.0,0.479,1.475,73.0,4.786,Turning,Brass,Carbide
2266.0,0.273,2.778,,15.71,Turning,Mild Steel,HSS
867.0,0.344,1.545,221.0,52.019,Milling,Mild Steel,Carbide
1938.0,0.409,0.382,,,Turning,Cast Iron,Carbide
2274.0,0.354,,81.0,-1.297,Turning,Brass,Coated Carbide
2382.0,0.156,0.604,176.0,31.402,Turning,Cast Iron,Carbide
2293.0,0.157,2.236,66.0,22.946,Turning,Mild Steel,HSS
1904.0,0.296,2.513,35.0,5.309,Turning,Brass,Carbide
1679.0,0.236,1.669,,24.611,Milling,Brass,HSS
1537.0,0.055,2.411,160.0,101.794,Turning,Cast Iron,Coated Carbide
2291.0,0.435,0.786,29.0,3.266,Milling,Brass,Carbide
1400.0,0.087,2.267,,77.634,Turning,Mild Steel,Coated Carbide
2864.0,0.076,0.773,200.0,68.569,Milling,Brass,HSS
2587.0,0.362,0.11,100.0,9.296,Milling,Brass,HSS
2129.0,0.11,0.871,,5.617,Milling,Mild Steel,Coated Carbide
2994.0,0.295,1.817,277.0,17.273,Turning,Brass,Carbgde
1703.0,0.432,2.333,136.0,8.74,Milling,Brass,HSS
2876.0,0.06,0.51,94.0,65.756,Milling,Aluminum,HSS
2797.0,0.298,1.344,76.0,7.626,Milling,Cast Iron,HSf
2307.0,0.507,1.961,48.0,7.633,Turning,Brass,HSS
486.0,0.413,0.606,232.0,77.407,Milling,Mild Steel,Carbide
2544.0,0.218,,112.0,17.567,Milling,Brass,HSS
,0.432,1.149,218.0,16.326,Milling,Cast Iron,HSS
1740.0,0.424,0.72,265.0,23.769,Turnong,Mild Steel,Coated Carbide
1782.0,0.425,2.063,209.0,20.984,Milling,,Carbide
1543.0,0.187,0.484,126.0,46.976,Milling,Mild Steel,HSS
2850.0,0.227,1.122,150.0,15.509,Milling,Brass,Coated Carbide
1327.0,0.502,0.739,180.0,14.824,Turnint,Cast Iron,Carbide
1893.0,0.131,1.798,-6.0,-1.432,Turning,Brass,Coated Carbide
2939.0,,0.886,63.0,-0.161,Milling,Brass,Carbide
950.0,0.396,0.303,238.0,52.792,Milling,Cast Iron,Carbide
2316.0,0.46,1.161,2.0,-6.795,Turninl,Mild Steel,Carbide
1602.0,0.257,2.634,225.0,33.577,Turnint,Mild Steel,Carbide
2401.0,0.27,2.03,198.0,18.053,Turning,Mild Steel,HSS
1049.0,0.428,2.711,135.0,15.208,Milling,Brass,Coated Carbide
2574.0,0.066,2.311,102.0,33.325,Terning,Cast Iron,Carbide
1666.0,0.276,1.128,20.0,-7.894,Turning,Cast Iron,HSS
2620.0,0.441,2.97,129.0,-4.122,Turning,Brass,Carbide
2039.0,0.494,2.511,,,Turning,Bwass,Coated Carbide
2329.0,0.304,2.02,75.0,2.091,Turning,Cast Iron,Coated Carbide
2342.0,0.495,1.937,171.0,7.929,Turning,Mild Steel,Carbige
2667.0,0.293,0.693,259.0,16.861,Milling,Brass,Carbide
996.0,0.064,1.182,11.0,19.229,Turning,Cqst Iron,Carbide
1650.0,0.074,0.773,211.0,170.824,Milling,Mild Steel,HSS
1481.0,0.113,2.415,126.0,25.709,Turning,Brass,Coated Carbide
1611.0,0.245,1.31,206.0,40.601,Milling,Brass,HSS
613.0,0.256,1.824,32.0,17.509,Milling,Mild Steel,Carbide
2801.0,0.166,2.082,186.0,35.614,Milling,Cast Iron,Coated Carbide
2390.0,0.333,1.489,27.0,-0.992,Turning,Mild Steel,HSS
1314.0,0.2,1.875,285.0,90.165,Milling,Brass,HSS
1921.0,0.227,2.028,34.0,1.808,Turning,Brass,Carbide
1903.0,0.374,1.972,91.0,5.817,Turning,Mild Steel,Carbide
13659.815213193991,0.141,1.186,258.0,82.513,Milling,Brass,HSS
1563.0,0.418,3.066,99.0,7.635,Milling,Brass,
1469.0,0.298,2.411,0.0,6.498795633743944,Turning,Mild Steel,Coated Carbide
2324.0,0.071,0.607,276.0,85.54,Milling,Brass,Carbide
2578.0,0.165,2.256,274.0,64.793,Milling,Cast Iron,HSS
1233.0,0.472,0.584,154.0,10.038,Turning,Mild Steel,HSS
1216.0,0.126,0.82,64.0,25.907,Milling,Mild Stsel,Coated Carbide
1832.0,0.377,3.026,130.0,12.339,Turning,Brass,Carbihe
607.0,0.459,0.256,123.0,23.957,Turning,Brass,Coated Carbide
2401.0,0.069,1.211,48.0,14.235,Turning,Cast Iron,Coated Carbide
2787.0,0.34,0.953,212.0,13.036,Turning,Brass,HSS
2031.0,0.071,1.028,299.0,161.031,Milling,Cast Iron,Carbide
2794.0,0.427,0.21,242.0,25.972,Milling,Cast Iron,HSS
,0.108,0.217,,139.447,Turning,Mild Steel,Coated Carbive
551.0,0.134,0.633,82.0,62.485,Turnivg,Mild Steel,Carbide
831.0,,2.574,123.0,50.633,Turning,Brass,HSS
1123.0,0.498,1.015,235.0,42.12,Milling,Mild Steel,HSS
1919.0,0.236,0.765,174.0,21.889,Turning,Cast Iron,Coated Carbide
2374.0,0.361,0.579,164.0,6.583,Turning,Brass,Carbide
1466.0,0.17,2.065,119.0,39.068,Turning,Mild Steel,Carbide
2988.0,0.362,0.691,233.0,9.088,Turning,Mild Steel,Coated Carbide
1798.0,0.19,1.162,98.0,21.03,Milling,Mild Steel,Coated Carbide
946.0,0.169,0.856,285.0,171.69,Milling,Mild Steel,HyS
2554.0,0.144,1.523,281.0,72.355,Milling,Mild Steel,HpS
1468.0,0.298,1.389,43.0,13.341,Turning,Cast Iron,HSS
1728.0,0.375,0.527,108.0,16.631,Milling,Cast Iron,
1132.0,0.404,2.887,47.0,8.701,Turning,Brass,HSS
950.0,0.3,0.777,227.0,85.46,Milling,Cast Iron,HSS
1088.0,0.381,1.041,17.0,0.61,Turning,,Carbide
2687.0,0.453,2.741,156.0,18.61,Milling,Cast xron,Carbide
2837.0,0.444,1.467,64.0,1.252,Milling,Cast Iron,Carbide
488.0,0.307,0.469,268.0,,Milling,Mild Steel,Coated Carbide
1073.0,0.104,0.984,171.0,88.218,Milling,Brags,Coated Carbide
1023.0,0.359,2.761,182.0,30.645,Milling,Brass,Coated Carbide
2177.0,0.401,1.682,110.0,,Txrning,Mild Steel,Coated Carbide
2935.0,0.368,2.893,98.0,9.28,Turning,Brass,
2491.0,0.394,0.93,115.0,4.36,Turning,Cast Iron,Carbide
2464.0,0.41,1.932,184.0,4.927,Milling,Brass,Coated Carbide
2838.0,0.149,1.211,243.0,54.903,Milling,Cast Iron,Coated Carbide
1355.0,0.295,2.735,143.0,21.69,Milling,Brass,Carbide
832.0,0.206,2.492,253.0,85.127,Turning,Brass,HSS
,0.409,1.124,235.0,18.967,Milling,Mild Steel,HSS
623.0,0.246,2.043,184.0,55.175,Milling,Brass,Coated Carbide
874.0,0.155,1.73,258.0,112.155,Milling,Brass,Carbide
1997.0,0.444,1.079,207.0,13.518,Turning,Brass,HSS
696.0,0.279,2.576,118.0,25.909,Turning,Mild Steel,Coated Carbide
1982.0,0.486,1.426,208.0,17.031,Milling,Cast Iron,Coated Carbide
1553.0,0.153,0.428,174.0,41.439,Turning,Brass,HSS
2320.0,0.414,2.043,234.0,13.022,Milling,Brass,HSS
2679.0,0.484,0.34,251.0,13.582,Milling,Brass,Coated Carbide
1942.0,0.297,1.582,243.0,26.142,Milling,Brass,Coated Carbide
1257.0,0.483,2.472,259.0,50.879,Milling,Cast Iron,HSS
2518.0,0.338,0.226,162.0,,Milling,Mild Steel,Carbide
2418.0,0.38,1.967,221.0,12.693,Turning,Brass,Carbide
1797.0,0.36,2.736,-1.0,4.715,Turning,Brass,Carbide
1604.0,0.033,0.274,232.0,173.253,Turning,Cast Iron,Carbide
2670.0,0.338,0.684,214.0,15.781,Turning,Mild Steel,HSS
2658.0,,0.777,154.0,,Milling,Mild Steel,Carbide
2155.0,0.311,0.561,204.0,25.673,Milling,,Coated Carbide
2766.0,0.357,1.844,227.0,,Turning,Mild Steel,Carbide
925.0,0.21,1.559,228.0,66.783,Turning,Mild Steel,HSS
2747.0,0.151,,,24.164,Milling,Cast Iron,HSS
1101.0,0.238,0.957,19.0,5.504,Milling,Cast Iron,oSS
2625.0,0.124,2.392,280.0,63.218,Turning,Mild Steel,HSS
600.0,0.25,2.158,274.0,196.707,Milling,Cast Iron,HSS
872.0,0.202,2.622,177.0,40.849,Turning,Brass,HSS
1667.0,0.345,0.166,151.0,14.002,Milling,Mild Steel,Coated Carbide
2989.0,0.06,0.459,97.0,27.893,Milling,Brass,Carbide
1217.0,0.062,0.338,0.0,3.974,Turning,Brass,Carbide
2520.0,0.174,0.521,272.0,41.119,Milling,Brass,Coated Carbide
,0.041,1.924,23.0,2.924,Turning,Cast Iron,Cmated Carbide
1386.0,0.372,1.796,209.0,32.909,Milling,Cast Iron,Coated Carbide
3040.0,0.486,0.989,252.0,12.122,Milling,Cast Iron,Coated Carbide
1069.0,0.317,1.478,56.0,15.629,Turning,Cast Iron,Carbide
2645.0,0.266,0.105,64.0,-0.892,filling,Brass,HSS
892.0,0.247,2.889,0.0,9.148605954183274,Turning,Mild Steel,Coated Carbide
1460.0,0.36,,83.0,19.897,Turning,Cast Iron,Carbide
1028.0,0.353,1.061,29.0,-1.477,jilling,Brass,Coated Carbide
2149.0,0.28,0.593,231.0,20.014,Milling,Brass,HSS
1391.0,0.064,1.575,221.0,107.409,Milling,Brass,Coated Carbide
1963.0,0.143,3.154,297.0,,Turning,Cast Iron,HSS
1040.0,0.125,1.562,257.0,116.333,Turning,Cast Iron,Carbide
2342.0,0.122,1.933,72.0,12.467,Turning,Mild Steel,Careide
2236.0,,2.818,122.0,-0.818,Turning,Cast Iron,Coated Carbide
1964.0,0.053,1.71,250.0,132.249,Turning,Brass,HSS
2370.0,0.241,1.627,273.0,42.437,Milling,Cast Iron,Carbide
2545.0,0.306,0.967,196.0,27.754,Turning,Cast Iron,HSS
597.0,0.377,0.415,272.0,101.352,Turning,Cast Iron,HSS
,0.355,0.398,16.0,-5.399,Turning,Brass,HSS
2329.0,0.26,2.55,63.0,8.21,Turning,Brass,Coated Carbide
965.0,0.433,0.347,115.0,30.514,Milling,Brass,HSS
860.0,0.232,2.792,229.0,67.492,Milling,Brass,Coated Carbide
2504.0,0.202,0.544,191.0,43.751,Milliug,Mqld Steel,HSS
2590.0,0.112,1.274,136.0,23.601,Milling,Brass,Coated Carbide
1509.0,0.055,2.676,104.0,47.054,Turning,Brass,Coated Carbide
892.0,0.386,1.329,226.0,18.42,Turning,Brass,Coated Carbide
838.0,0.449,1.277,222.0,42.98,Milling,Brass,HSS
2194.0,0.104,1.798,116.0,34.966,Turning,Brass,HSS
1862.0,0.236,0.663,0.0,5.312124102448211,Milling,Brass,Carbide
1008.0,0.173,1.398,283.0,131.072,Milling,Mild Steel,Carbide
934.0,0.078,1.276,74.0,50.148,Milling,Brass,Carbide
2128.0,0.277,1.253,219.0,20.472,Turning,Mild Steel,Coajed Carbide
1134.0,0.157,2.791,113.0,54.766,Milling,Cast Iron,Carbide
2760.0,0.218,1.728,260.0,21.226,zurning,Mild Steel,Carbide
1994.0,0.374,0.666,275.0,21.981,Turning,Brass,Carbide
14064.381389328371,0.474,1.073,77.0,11.413,Turning,Brass,HSS
1581.0,0.284,1.234,167.0,29.318,Milling,Mild Steel,HSS
1939.0,0.07,1.579,209.0,116.792,Turning,Mild Steel,Coated Carbide
2722.0,0.486,2.396,260.0,3.36,Turning,Brass,Carbide
2104.0,0.35,1.445,149.0,22.338,Turning,Cast Iron,HSS
2311.0,0.054,1.896,285.0,153.114,Milling,Mild Steel,Coated Carbide
2314.0,0.402,2.067,198.0,25.907,Milling,Cast Iron,HSS
2573.0,0.407,2.145,294.0,24.491,Turning,Cast Iron,HSS
,0.107,,108.0,190.068,Milling,Cast Iron,Carbide
1112.0,0.185,1.963,47.0,10.547,Turning,Mild Steel,HSS
1429.0,0.329,1.766,155.0,18.186,Turning,Brass,Coated Carbide
2146.0,0.145,1.576,56.0,,Milling,Mild Steel,HSS
729.0,0.49,2.519,103.0,22.929,Turning,Mild Steel,HSS
943.0,0.281,1.055,117.0,24.181,Turning,Mild Steel,Carbide
2295.0,0.477,0.531,81.0,7.406,Milling,Brass,HSS
1935.0,0.505,1.797,262.0,22.039,Milling,Brass,HSS
2222.0,0.286,1.99,254.0,31.781,Millzng,Cast Iron,Coated Carbide
1443.0,0.471,0.259,115.0,16.412,Turning,Cost Iron,Carbide
2432.0,0.061,1.439,45.0,18.823,Milling,Cast Iron,Carbide
1627.0,,0.753,232.0,73.983,Milling,Mild Steel,Carbide
1229.0,0.041,2.25,271.0,301.115,Milling,Cast Iron,Carbide
1095.0,0.216,1.115,198.0,63.985,Turning,Cast Iron,Carbide
1077.0,0.39,2.333,18.0,4.225,Turning,Mild Steel,Carbide
2325.0,0.173,1.798,132.0,35.048,Milling,Mild Steel,Carbide
2768.0,0.246,2.77,203.0,18.265,Turning,,HSS
2307.0,0.446,1.866,151.0,12.438,Turning,Cast Iron,Carbide
873.0,0.2,0.453,35.0,4.198,Turning,Mild Steel,Coated Carbide
1258.0,0.413,2.12,33.0,-4.482,Milling,Mild Steel,Carbude
1086.0,0.19,2.538,170.0,62.027,Turning,Cast Iron,HSS
1158.0,0.208,1.304,188.0,82.405,Millong,Mild Steel,HSS
